movie_id,movie_name,genre,release_date,rating,box_office,imdb_rating,budget,multigenre,multilanguage,multicompany,multicountry,Country,Year,runtime,Nominations,Wins
594,The Terminal,"Comedy, Drama",2004-06-17,7.1,218685607.0,,60000000.0,yes,yes,yes,no,,,,,
12153,White Chicks,Comedy,2004-06-23,6.3,113086475.0,,37000000.0,no,no,yes,no,,,,,
11036,The Notebook,"Romance, Drama",2004-06-25,7.7,118099703.0,,29000000.0,yes,no,no,no,,,,,
26520,Bob & Carol & Ted & Alice,"Comedy, Drama",1969-09-17,6.2,,,2000000.0,yes,no,yes,no,,,,,
10448,Rapa Nui,Adventure,1994-09-09,6.2,,,20000000.0,no,no,yes,no,,,,,
16136,Juice,"Action, Crime, Drama, Thriller",1992-01-17,7.0,20147225.0,,5000000.0,yes,no,no,no,,,,,
10780,Overboard,"Comedy, Romance",1987-12-16,6.7,91244913.0,,1880006.0,yes,yes,yes,no,,,,,
54022,Search and Destroy,"Action, Comedy, Drama, Thriller",1995-01-01,6.1,,,4000000.0,yes,no,yes,no,,,,,
22094,Hard Times,Drama,1975-09-04,6.7,,,2700000.0,no,no,no,no,,,,,
11884,The Last Starfighter,"Adventure, Science Fiction, Action",1984-07-13,6.5,28735229.0,,15000000.0,yes,no,yes,no,,,,,
558,Spider-Man 2,"Action, Adventure, Fantasy",2004-06-25,6.7,783766341.0,,200000000.0,yes,yes,yes,no,,,,,
9477,King Arthur,"Adventure, War, History",2004-07-07,6.1,203567857.0,,120000000.0,yes,yes,yes,yes,,,,,
8699,Anchorman: The Legend of Ron Burgundy,Comedy,2004-07-09,6.7,90650474.0,,26000000.0,no,no,no,no,,,,,
11247,A Cinderella Story,Comedy,2004-07-10,6.1,70080371.0,,19000000.0,no,yes,yes,yes,,,,,
2048,"I, Robot","Action, Science Fiction",2004-07-15,6.7,353133898.0,,120000000.0,yes,no,yes,yes,,,,,
11897,How the West Was Won,"History, Western, Adventure",1962-11-01,6.6,,,15000000.0,yes,yes,no,no,,,,,
2502,The Bourne Supremacy,"Action, Drama, Thriller",2004-07-23,7.2,290633422.0,,75000000.0,yes,yes,yes,yes,,,,,
314,Catwoman,"Action, Crime",2004-07-22,4.2,82402379.0,,100000000.0,yes,yes,yes,no,,,,,
18923,A Home at the End of the World,"Romance, Drama",2004-07-23,6.8,,,6500000.0,yes,no,yes,no,,,,,
5228,Stay Hungry,"Comedy, Drama",1976-04-23,5.8,,,5000000.0,yes,no,yes,no,,,,,
39209,Shalako,Western,1968-11-06,5.4,,,1455000.0,no,yes,yes,yes,,,,,
19051,The New Adventures of Pippi Longstocking,"Fantasy, Adventure, Family",1988-07-06,5.8,,,5000000.0,yes,no,no,yes,,,,,
14462,The Manchurian Candidate,"Drama, Thriller, Mystery",2004-07-30,6.2,96105910.0,,80000000.0,yes,no,yes,no,,,,,
6947,The Village,"Drama, Mystery, Thriller",2004-07-30,6.2,256697520.0,,60000000.0,yes,no,yes,no,,,,,
401,Garden State,"Comedy, Drama, Romance",2004-07-28,7.1,35825316.0,,2500000.0,yes,no,yes,no,,,,,
1538,Collateral,"Drama, Crime, Thriller",2004-08-04,7.0,220239925.0,,65000000.0,yes,yes,yes,no,,,,,
14846,Little Black Book,"Comedy, Romance, Drama",2004-08-06,5.2,22035509.0,,35000000.0,yes,no,yes,no,,,,,
11130,The Princess Diaries 2: Royal Engagement,"Comedy, Drama, Family, Romance",2004-08-06,6.0,134734481.0,,40000000.0,yes,no,no,no,,,,,
395,AVP: Alien vs. Predator,"Adventure, Science Fiction, Action",2004-08-12,5.6,,,70000000.0,yes,yes,yes,yes,,,,,
11052,Yu-Gi-Oh! The Movie,"Adventure, Fantasy, Animation, Action, Comedy, Thriller, Science Fiction, Family",2004-08-13,5.4,,,20000000.0,yes,no,yes,yes,,,,,
23601,We Don't Live Here Anymore,"Drama, Romance",2004-01-20,5.8,,,3000000.0,yes,no,yes,yes,,,,,
10762,Without a Paddle,"Action, Adventure, Comedy, Thriller",2004-08-20,5.3,73029190.0,,19000000.0,yes,no,yes,no,,,,,
11026,Exorcist: The Beginning,"Horror, Mystery, Thriller",2004-08-20,4.7,78110021.0,,80000000.0,yes,no,yes,no,,,,,
11237,Anacondas: The Hunt for the Blood Orchid,"Adventure, Action, Horror, Science Fiction, Thriller",2004-08-26,4.9,70992898.0,,20000000.0,yes,yes,yes,no,,,,,
8080,Suspect Zero,"Crime, Thriller",2004-08-27,5.5,11416075.0,,27000000.0,yes,no,yes,yes,,,,,
11632,Vanity Fair,"Drama, Romance",2004-09-01,5.5,19463185.0,,23000000.0,yes,yes,yes,yes,,,,,
11208,Wicker Park,"Drama, Mystery, Romance, Thriller",2004-09-03,6.7,21568818.0,,30000000.0,yes,no,yes,no,,,,,
24924,Night of the Demons,Horror,1988-10-14,6.1,,,1200000.0,no,yes,yes,no,,,,,
9759,Cellular,"Action, Adventure, Crime, Thriller",2004-09-06,6.1,57678321.0,,25000000.0,yes,no,no,yes,,,,,
1577,Resident Evil: Apocalypse,"Horror, Action, Science Fiction",2004-09-10,6.1,129342769.0,,45000000.0,yes,no,yes,yes,,,,,
16232,Mr. 3000,"Comedy, Drama",2004-06-15,5.0,21839377.0,,30000000.0,yes,no,no,no,,,,,
5137,Sky Captain and the World of Tomorrow,"Mystery, Action, Thriller, Science Fiction, Adventure",2004-09-17,5.7,57947036.0,,70000000.0,yes,yes,yes,yes,,,,,
11823,Wimbledon,"Comedy, Romance",2004-09-13,6.0,41682237.0,,31000000.0,yes,no,no,yes,,,,,
10145,The Forgotten,"Crime, Drama, Horror, Mystery, Science Fiction, Thriller",2004-09-24,5.5,117592831.0,,42000000.0,yes,no,yes,no,,,,,
747,Shaun of the Dead,"Horror, Comedy",2004-04-09,7.5,30039392.0,,4000000.0,yes,no,yes,yes,,,,,
12707,Orca: The Killer Whale,"Drama, Adventure, Horror",1977-07-22,5.5,,,6000000.0,yes,no,no,no,,,,,
1492,1492: Conquest of Paradise,"Action, Adventure, Drama, History",1992-10-09,6.1,,,47000000.0,yes,no,yes,yes,,,,,
10555,Shark Tale,"Animation, Action, Comedy, Family",2004-09-20,5.8,374583879.0,,75000000.0,yes,no,yes,no,,,,,
11128,Ladder 49,"Drama, Action, Thriller",2004-10-01,6.2,100572044.0,,60000000.0,yes,no,yes,no,,,,,
14024,Raise Your Voice,"Music, Drama, Romance",2004-08-10,6.0,14867514.0,,15000000.0,yes,yes,yes,no,,,,,
11045,Taxi,"Thriller, Action, Comedy, Crime",2004-10-06,4.8,,,25000000.0,yes,yes,yes,yes,,,,,
4380,Shall We Dance?,"Drama, Romance, Comedy",2004-10-15,5.9,170128460.0,,50000000.0,yes,no,no,no,,,,,
3989,Team America: World Police,"Music, Adventure, Animation, Action, Comedy",2004-10-10,6.6,50826898.0,,32000000.0,yes,yes,yes,yes,,,,,
21241,Cannonball,Action,1976-07-06,5.7,,,780000.0,no,yes,yes,yes,,,,,
13416,Friday Night Lights,Drama,2004-10-08,7.0,61950770.0,,30000000.0,no,yes,yes,no,,,,,
15566,Surviving Christmas,"Comedy, Romance",2004-09-21,5.1,15125687.0,,45000000.0,yes,no,yes,no,,,,,
1970,The Grudge,"Horror, Mystery, Thriller",2004-10-22,5.8,187281115.0,,10000000.0,yes,yes,yes,yes,,,,,
8849,Alfie,Comedy,2004-10-22,5.5,35060882.0,,60000000.0,no,no,yes,yes,,,,,
9675,Sideways,"Comedy, Drama, Romance",2004-10-22,6.9,109706931.0,,16000000.0,yes,yes,yes,no,,,,,
4553,The Machinist,"Thriller, Drama",2004-02-09,7.3,,,5000000.0,yes,no,yes,yes,,,,,
176,Saw,"Horror, Mystery, Crime",2004-10-01,7.2,103096345.0,,1200000.0,yes,no,yes,no,,,,,
1677,Ray,"Drama, Music",2004-10-29,7.2,123971376.0,,40000000.0,yes,no,yes,no,,,,,
9806,The Incredibles,"Action, Adventure, Animation, Family",2004-11-05,7.4,631442092.0,,92000000.0,yes,yes,yes,no,,,,,
5255,The Polar Express,"Adventure, Animation, Family, Fantasy",2004-11-10,6.4,286000505.0,,165000000.0,yes,no,yes,no,,,,,
10589,After the Sunset,"Action, Comedy, Crime, Drama",2004-11-12,6.0,62657868.0,,60000000.0,yes,no,yes,no,,,,,
9801,Bridget Jones: The Edge of Reason,"Comedy, Romance",2004-11-10,6.1,265126918.0,,50000000.0,yes,yes,yes,yes,,,,,
866,Finding Neverland,Drama,2004-10-17,7.2,116650613.0,,25000000.0,no,no,yes,yes,,,,,
2059,National Treasure,"Adventure, Action, Thriller, Mystery",2004-11-19,6.4,347512318.0,,100000000.0,yes,yes,yes,no,,,,,
1966,Alexander,"War, History, Action, Adventure, Drama, Romance",2004-11-21,5.6,167298192.0,,155000000.0,yes,no,yes,yes,,,,,
2288,Closer,"Drama, Romance",2004-12-01,6.7,115505027.0,,27000000.0,yes,no,no,no,,,,,
163,Ocean's Twelve,"Thriller, Crime",2004-12-09,6.4,362744280.0,,110000000.0,yes,yes,yes,no,,,,,
36648,Blade: Trinity,"Science Fiction, Action, Horror, Thriller, Adventure, Fantasy",2004-12-08,5.7,131883935.0,,65000000.0,yes,yes,yes,no,,,,,
18973,Cinderfella,"Comedy, Romance",1960-12-18,6.7,,,3000000.0,yes,yes,yes,no,,,,,
43670,Stateside,"Drama, Music, Romance",2004-05-23,5.6,,,16000000.0,yes,yes,yes,yes,,,,,
15613,Fire in the Sky,"Drama, Horror, Thriller, Mystery",1993-03-12,6.5,,,19885552.0,yes,no,no,no,,,,,
43896,The Informer,Drama,1935-05-09,6.5,,,243000.0,no,no,no,no,,,,,
55604,Boom Town,"Adventure, Drama, Romance",1940-08-30,6.5,,,2000000.0,yes,no,no,no,,,,,
43306,A Guy Named Joe,"Drama, Romance, War",1944-03-01,6.0,,,2627000.0,yes,no,no,no,,,,,
29244,3 Godfathers,"Action, Drama, Western",1948-12-01,6.1,,,1243000.0,yes,yes,yes,no,,,,,
37347,Fort Apache,Western,1948-03-26,6.8,,,2500000.0,no,yes,no,no,,,,,
35032,The Pirate,"Music, Romance",1948-06-11,6.6,,,3700000.0,yes,no,no,no,,,,,
25209,Annie Get Your Gun,"Action, Comedy, Music, Romance, Western",1950-05-17,7.3,,,3768785.0,yes,no,no,no,,,,,
27029,The Nun's Story,Drama,1959-06-18,7.4,,,3500000.0,no,no,no,no,,,,,
11085,Mutiny on the Bounty,"Adventure, Drama, History",1962-11-08,6.5,,,19000000.0,yes,yes,yes,no,,,,,
17102,Dracula: Prince of Darkness,Horror,1966-01-09,6.1,,,280379.0,no,no,yes,no,,,,,
29715,Major Dundee,"War, Western",1965-04-07,6.2,,,3800000.0,yes,yes,yes,no,,,,,
3482,The Train,"Action, Drama, Thriller, War",1964-09-21,7.2,,,5800000.0,yes,yes,yes,yes,,,,,
26039,Point Blank,"Action, Crime, Drama, Thriller",1967-08-30,7.1,,,2500000.0,yes,no,yes,no,,,,,
2998,Zabriskie Point,"Drama, Romance",1970-02-09,7.1,,,7000000.0,yes,no,no,no,,,,,
1835,"Farewell, My Lovely","Crime, Mystery, Thriller",1975-08-08,6.8,,,2500000.0,yes,no,yes,no,,,,,
11558,Silver Streak,"Comedy, Crime, Romance, Thriller",1976-12-03,6.8,,,6500000.0,yes,no,yes,no,,,,,
12535,High Anxiety,"Comedy, Music",1977-12-25,6.5,,,3400000.0,yes,yes,yes,no,,,,,
38985,Sorcerer,"Action, Thriller, Adventure",1977-06-24,7.5,,,22000000.0,yes,yes,yes,no,,,,,
19827,The In-Laws,"Action, Adventure, Comedy",1979-06-15,6.7,26891849.0,,9000000.0,yes,no,no,no,,,,,
6341,Blue Thunder,"Science Fiction, Action, Thriller, Crime, Drama",1983-02-05,5.9,,,22000000.0,yes,no,yes,no,,,,,
232,Rumble Fish,"Action, Adventure, Crime, Drama, Romance",1983-10-20,6.8,,,10000000.0,yes,no,no,no,,,,,
15301,Twilight Zone: The Movie,"Drama, Fantasy, Horror, Science Fiction, Thriller",1983-06-24,6.2,,6.4,10000000.0,yes,yes,no,no,United States,1983,101,8.0,1.0
47359,Racing with the Moon,"Drama, Romance",1984-03-23,5.8,,,9000000.0,yes,no,yes,no,,,,,
54407,Bliss,"Comedy, Drama, Romance",1985-10-04,5.2,,,3400000.0,yes,no,yes,no,,,,,
27064,Mishima: A Life in Four Chapters,Drama,1985-05-15,7.7,502758.0,,5000000.0,no,yes,yes,yes,,,,,
36677,Solarbabies,Science Fiction,1986-11-26,5.1,,,25000000.0,no,no,yes,no,,,,,
8852,Prince of Darkness,Horror,1987-10-23,6.6,,,3000000.0,no,yes,yes,no,,,,,
48309,Prison,"Crime, Drama, Horror, Thriller",1988-03-04,6.7,,,1300000.0,yes,no,no,no,,,,,
9569,Hard to Kill,"Action, Thriller",1990-02-09,5.6,,,10000000.0,yes,no,no,no,,,,,
22189,Havana,"Drama, Romance",1990-12-11,5.5,,,40000000.0,yes,yes,yes,no,,,,,
9399,Lionheart,"Action, Thriller",1990-06-07,5.9,,,6000000.0,yes,no,yes,no,,,,,
58648,Closet Land,Drama,1991-03-06,6.6,,,4000000.0,no,no,yes,no,,,,,
25330,Dutch,Comedy,1991-07-19,6.4,,,17000000.0,no,no,yes,no,,,,,
14362,Out for Justice,"Action, Thriller, Crime",1991-04-12,5.9,,,14000000.0,yes,yes,yes,no,,,,,
19143,Diggstown,"Action, Comedy, Drama",1992-08-14,6.5,,,17000000.0,yes,no,yes,no,,,,,
12088,Fortress,"Action, Thriller, Science Fiction",1992-09-30,5.7,,,8000000.0,yes,no,yes,yes,,,,,
48706,Josh and S.A.M.,"Adventure, Action, Comedy",1993-11-24,5.0,,,18000000.0,yes,no,yes,no,,,,,
844,2046,"Fantasy, Drama, Science Fiction, Romance",2004-05-20,6.9,19470239.0,,12000000.0,yes,yes,yes,yes,,,,,
10077,A Sound of Thunder,"Thriller, Science Fiction, Adventure, Action",2005-05-15,4.8,,,80000000.0,yes,yes,yes,yes,,,,,
11774,Lemony Snicket's A Series of Unfortunate Events,"Adventure, Comedy, Family",2004-12-16,6.7,,,140000000.0,yes,no,yes,yes,,,,,
14527,Foolproof,Action,2003-10-03,6.3,,,8256269.0,no,no,yes,no,,,,,
9667,The Jacket,"Drama, Mystery, Thriller, Fantasy",2005-03-04,6.8,21126225.0,,29000000.0,yes,no,yes,yes,,,,,
2539,Spanglish,Comedy,2004-12-17,5.8,55470154.0,,80000000.0,no,yes,yes,no,,,,,
179,The Interpreter,"Crime, Thriller",2005-04-08,6.2,162944923.0,,80000000.0,yes,yes,yes,yes,,,,,
4836,Layer Cake,"Drama, Thriller, Crime",2004-09-30,7.0,11850214.0,,6500000.0,yes,yes,yes,no,,,,,
11866,Flight of the Phoenix,"Action, Adventure, Drama, Thriller",2004-12-17,5.7,35021497.0,,45000000.0,yes,no,yes,no,,,,,
12281,Mean Creek,"Crime, Drama",2004-01-15,6.9,,,500000.0,yes,no,no,no,,,,,
10320,The Ring Two,"Drama, Horror, Thriller",2005-03-17,5.5,163995949.0,,50000000.0,yes,no,yes,no,,,,,
30973,The Visual Bible: The Gospel of John,"Drama, History",2003-09-11,8.2,,,10000000.0,yes,no,yes,yes,,,,,
20912,She Hate Me,"Comedy, Drama",2004-07-30,5.1,,,8000000.0,yes,yes,no,no,,,,,
3509,A Scanner Darkly,"Animation, Science Fiction, Thriller",2006-05-25,6.8,,,8700000.0,yes,no,yes,no,,,,,
70,Million Dollar Baby,Drama,2004-12-15,7.7,216763646.0,,30000000.0,no,yes,yes,no,,,,,
205,Hotel Rwanda,"Drama, History, War",2004-09-11,7.5,33882243.0,,17500000.0,yes,yes,yes,yes,,,,,
118,Charlie and the Chocolate Factory,"Adventure, Comedy, Family, Fantasy",2005-07-13,6.7,474968763.0,,150000000.0,yes,no,yes,yes,,,,,
421,The Life Aquatic with Steve Zissou,"Adventure, Comedy, Drama",2004-12-10,7.1,34808403.0,,50000000.0,yes,yes,yes,no,,,,,
2567,The Aviator,Drama,2004-12-17,7.0,213719942.0,,116000000.0,no,no,yes,no,,,,,
9833,The Phantom of the Opera,"Music, Thriller, Drama, Romance",2004-12-08,7.0,154648887.0,,70000000.0,yes,yes,yes,yes,,,,,
693,Meet the Fockers,"Comedy, Romance",2004-12-22,6.1,522657936.0,,80000000.0,yes,no,yes,no,,,,,
11804,White Noise,"Drama, Horror, Thriller",2005-01-07,5.6,91196419.0,,10000000.0,yes,no,yes,yes,,,,,
21259,Testament,"Action, Drama, Science Fiction",1983-11-04,6.3,,,1500000.0,yes,no,yes,no,,,,,
22301,Hell's Angels,"Action, Drama, History",1930-11-15,6.1,,,3950000.0,yes,yes,no,no,,,,,
16442,Sergeant York,"Action, Drama, History, War",1941-07-02,7.1,,,1400000.0,yes,no,no,no,,,,,
9947,Elektra,"Action, Fantasy",2005-01-13,4.9,56995646.0,,43000000.0,yes,yes,yes,yes,,,,,
6439,Racing Stripes,Comedy,2005-01-06,5.1,90754475.0,,30000000.0,no,no,no,yes,,,,,
7214,Coach Carter,Drama,2005-01-14,7.3,76669554.0,,30000000.0,no,no,yes,yes,,,,,
19610,A Star Is Born,"Drama, Music, Romance",1976-12-16,5.7,436388866.0,,6000000.0,yes,no,yes,no,,,,,
8978,Assault on Precinct 13,Thriller,2005-01-19,6.0,35294470.0,,30000000.0,no,yes,yes,yes,,,,,
11637,Are We There Yet?,"Adventure, Comedy, Family, Romance",2005-01-20,5.2,97918663.0,,32000000.0,yes,no,yes,no,,,,,
12142,Alone in the Dark,"Action, Fantasy, Horror, Thriller",2005-01-28,3.1,,,20000000.0,yes,yes,yes,yes,,,,,
11096,Hide and Seek,"Horror, Mystery, Thriller",2005-01-27,6.1,123204920.0,,25000000.0,yes,no,yes,no,,,,,
8488,Hitch,"Comedy, Drama, Romance",2005-02-10,6.3,371594210.0,,70000000.0,yes,no,yes,no,,,,,
561,Constantine,"Drama, Fantasy, Horror",2005-02-08,6.6,230884728.0,,100000000.0,yes,yes,yes,yes,,,,,
17880,Because of Winn-Dixie,"Comedy, Drama, Family",2005-02-18,6.1,33589427.0,,14000000.0,yes,no,no,no,,,,,
29993,Samson and Delilah,"Drama, Romance",1949-12-21,6.1,,,3000000.0,yes,no,no,no,,,,,
10012,Cursed,"Horror, Comedy",2005-02-25,5.1,29621722.0,,35000000.0,yes,no,yes,yes,,,,,
10022,The Pacifier,"Action, Comedy, Drama, Family, Thriller",2005-03-04,5.8,198636868.0,,56000000.0,yes,yes,yes,yes,,,,,
4551,Be Cool,"Comedy, Crime",2005-03-04,5.4,95763716.0,,53000000.0,yes,yes,yes,no,,,,,
2026,Hostage,"Mystery, Drama, Thriller, Crime",2005-03-10,6.2,77608617.0,,52000000.0,yes,no,yes,yes,,,,,
9928,Robots,"Animation, Comedy, Family, Science Fiction",2005-03-10,6.0,262511490.0,,75000000.0,yes,yes,yes,no,,,,,
22377,The Green Berets,"War, Drama",1968-07-04,5.8,,,7000000.0,yes,yes,no,no,,,,,
13374,Ice Princess,"Drama, Comedy, Family",2005-03-17,5.9,27645491.0,,25000000.0,yes,no,yes,yes,,,,,
11638,Guess Who,"Comedy, Romance",2005-03-25,5.5,103121466.0,,35000000.0,yes,yes,yes,no,,,,,
28448,Walker,"Drama, History, Western",1987-12-04,6.4,,,5800000.0,yes,no,yes,yes,,,,,
17113,The Ballad of Jack and Rose,Drama,2005-03-25,6.5,,,1500000.0,no,no,yes,no,,,,,
187,Sin City,"Action, Thriller, Crime",2005-04-01,7.2,158733820.0,,40000000.0,yes,no,yes,no,,,,,
14177,Beauty Shop,"Comedy, Romance",2005-06-02,5.4,37245453.0,,25000000.0,yes,no,no,no,,,,,
7364,Sahara,"Action, Adventure, Comedy, Drama, Mystery",2005-04-06,5.7,119240351.0,,130000000.0,yes,yes,yes,yes,,,,,
11431,Fever Pitch,"Comedy, Drama, Romance",2005-04-06,5.9,50605163.0,,30000000.0,yes,yes,yes,yes,,,,,
84084,Wilson,"Romance, Drama, History, Music",1944-08-01,5.5,,,2995000.0,yes,no,no,no,,,,,
7453,The Hitchhiker's Guide to the Galaxy,"Adventure, Comedy, Family, Science Fiction",2005-01-15,6.6,104478416.0,,50000000.0,yes,no,yes,no,,,,,
10065,The Amityville Horror,"Horror, Thriller, Drama",2005-04-15,6.0,107516369.0,,19000000.0,yes,no,yes,no,,,,,
16972,The Frisco Kid,"Western, Comedy",1979-07-06,6.0,,,9200000.0,yes,yes,no,no,,,,,
8976,A Lot Like Love,Comedy,2005-04-22,6.5,42886719.0,,30000000.0,no,no,yes,no,,,,,
11679,xXx: State of the Union,"Action, Adventure, Crime, Drama, Mystery, Thriller",2005-04-27,4.7,71410636.0,,60000000.0,yes,no,yes,no,,,,,
1495,Kingdom of Heaven,"Drama, Action, Adventure, History, War",2005-05-03,6.6,218122627.0,,130000000.0,yes,yes,yes,yes,,,,,
10066,House of Wax,Horror,2005-04-30,5.5,68766121.0,,40000000.0,no,yes,yes,no,,,,,
1640,Crash,Drama,2004-01-13,7.2,98410061.0,,6500000.0,no,yes,yes,yes,,,,,
43881,San Francisco,"Music, Drama, Romance",1936-06-26,7.0,,,1300000.0,yes,no,no,no,,,,,
10027,Unleashed,"Action, Crime",2005-02-02,6.6,50871113.0,,45000000.0,yes,yes,yes,yes,,,,,
1895,Star Wars: Episode III - Revenge of the Sith,"Science Fiction, Adventure, Action",2005-05-17,7.1,849997605.0,,113000000.0,yes,no,no,no,,,,,
9981,Kicking & Screaming,"Romance, Comedy, Family",2005-05-13,5.6,56070433.0,,45000000.0,yes,yes,no,no,,,,,
4379,Monster-in-Law,"Romance, Comedy",2005-05-13,5.6,155457327.0,,43000000.0,yes,yes,yes,yes,,,,,
9291,The Longest Yard,"Comedy, Drama",2005-05-19,6.2,191466556.0,,82000000.0,yes,no,yes,no,,,,,
34309,Most Wanted,"Action, Thriller",1997-10-10,5.8,,,25000000.0,yes,no,yes,no,,,,,
921,Cinderella Man,"Romance, Drama, History",2005-06-02,7.3,108539911.0,,88000000.0,yes,no,yes,no,,,,,
9779,The Sisterhood of the Traveling Pants,"Drama, Comedy",2005-06-01,6.3,42013878.0,,25000000.0,yes,yes,yes,no,,,,,
9787,Lords of Dogtown,Drama,2005-06-03,7.0,,,25000000.0,no,yes,yes,yes,,,,,
787,Mr. & Mrs. Smith,"Action, Comedy, Drama, Thriller",2005-06-07,6.5,487287646.0,,110000000.0,yes,yes,yes,no,,,,,
14199,The Adventures of Sharkboy and Lavagirl,"Adventure, Family, Science Fiction",2005-06-10,4.4,,,50000000.0,yes,no,no,no,,,,,
11620,Quo Vadis,"Drama, History, Romance",1951-11-08,7.0,,,8250000.0,yes,no,no,no,,,,,
272,Batman Begins,"Action, Crime, Drama",2005-06-10,7.5,373443774.0,,150000000.0,yes,yes,yes,yes,,,,,
11451,Herbie Fully Loaded,"Comedy, Family, Adventure, Fantasy, Romance",2005-06-22,5.1,144146816.0,,50000000.0,yes,no,yes,no,,,,,
11683,Land of the Dead,Horror,2005-06-24,6.0,47074133.0,,15000000.0,no,yes,yes,yes,,,,,
9722,Bewitched,"Comedy, Fantasy, Romance",2005-06-21,4.8,131426169.0,,85000000.0,yes,yes,yes,no,,,,,
28000,Somebody Up There Likes Me,Drama,1956-07-03,6.8,,,1920000.0,no,no,no,no,,,,,
38731,An Unmarried Woman,"Drama, Romance, Comedy",1978-05-26,6.1,,,2515000.0,yes,no,no,no,,,,,
74,War of the Worlds,"Adventure, Thriller, Science Fiction",2005-06-28,6.2,603873119.0,,132000000.0,yes,no,yes,no,,,,,
7233,Rebound,"Comedy, Family",2005-07-01,5.2,17492014.0,,45000000.0,yes,no,yes,no,,,,,
9009,Dark Water,"Drama, Horror, Thriller",2005-06-27,5.3,,,30000000.0,yes,no,yes,no,,,,,
9738,Fantastic Four,"Action, Adventure, Fantasy, Science Fiction",2005-06-29,5.5,333535934.0,,100000000.0,yes,no,yes,yes,,,,,
9522,Wedding Crashers,"Comedy, Romance",2005-07-14,6.4,288467645.0,,40000000.0,yes,no,yes,no,,,,,
10476,Hustle & Flow,Drama,2005-07-22,6.9,23563727.0,,8000000.0,no,no,no,no,,,,,
11309,Hardware,"Horror, Science Fiction, Thriller",1990-09-14,5.6,,,1500000.0,yes,no,yes,yes,,,,,
1635,The Island,"Action, Thriller, Science Fiction, Adventure",2005-07-20,6.5,198326350.0,,126000000.0,yes,no,yes,no,,,,,
13341,Bad News Bears,"Comedy, Family",2005-07-22,5.7,34252847.0,,30000000.0,yes,yes,no,no,,,,,
11459,Sky High,"Adventure, Comedy, Family",2005-07-29,5.8,86369815.0,,35000000.0,yes,no,yes,no,,,,,
10048,Stealth,Action,2005-07-28,4.9,79268322.0,,135000000.0,no,yes,yes,no,,,,,
11648,Must Love Dogs,"Romance, Comedy",2005-07-21,5.8,58231520.0,,30000000.0,yes,yes,yes,no,,,,,
16320,Serenity,"Science Fiction, Action, Adventure, Thriller",2005-08-25,7.4,40445129.0,,39000000.0,yes,yes,yes,no,,,,,
308,Broken Flowers,"Comedy, Drama, Mystery, Romance",2005-05-17,6.8,47329961.0,,10000000.0,yes,no,yes,yes,,,,,
26579,The Heart is Deceitful Above All Things,Drama,2004-09-15,5.7,,,74050.0,no,no,yes,yes,,,,,
6519,The Dukes of Hazzard,"Action, Adventure, Comedy",2005-08-05,5.1,111069515.0,,50000000.0,yes,no,yes,no,,,,,
9913,The Skeleton Key,"Drama, Horror, Mystery, Thriller",2005-07-29,6.4,93983911.0,,43000000.0,yes,no,yes,yes,,,,,
8292,Four Brothers,"Action, Crime",2005-08-11,6.7,92374674.0,,45000000.0,yes,yes,yes,no,,,,,
13922,The Great Raid,"Action, History, War",2005-08-12,6.8,,,80000000.0,yes,yes,yes,no,,,,,
6957,The 40 Year Old Virgin,"Comedy, Romance",2005-08-11,6.2,,,26000000.0,yes,yes,yes,no,,,,,
4442,The Brothers Grimm,"Adventure, Fantasy, Action, Comedy, Thriller",2005-08-26,5.6,105316267.0,,88000000.0,yes,yes,yes,yes,,,,,
9042,The Cave,"Action, Adventure, Horror, Thriller",2005-08-25,5.2,33296457.0,,30000000.0,yes,yes,yes,yes,,,,,
1985,The Constant Gardener,"Drama, Mystery, Thriller",2005-08-31,6.9,82466670.0,,25000000.0,yes,yes,yes,yes,,,,,
9007,Just Like Heaven,"Comedy, Fantasy, Romance",2005-09-16,6.5,102854431.0,,58000000.0,yes,yes,yes,no,,,,,
9777,Proof,"Drama, Mystery",2005-09-05,6.2,14189860.0,,20000000.0,yes,no,yes,no,,,,,
1830,Lord of War,"Crime, Drama, Thriller",2005-09-16,7.0,72617068.0,,42000000.0,yes,yes,yes,yes,,,,,
10092,Cry_Wolf,"Horror, Thriller",2005-09-16,5.6,,,1000000.0,yes,yes,no,no,,,,,
340,Everything is Illuminated,"Comedy, Drama",2005-09-16,7.4,,,7000000.0,yes,yes,yes,no,,,,,
8814,Doom,"Adventure, Action, Horror",2005-10-20,5.0,58072119.0,,60000000.0,yes,yes,yes,yes,,,,,
9923,Domino,"Action, Crime",2005-09-22,6.0,22944502.0,,50000000.0,yes,yes,yes,yes,,,,,
7553,Waiting...,Comedy,2005-10-07,6.2,18637690.0,,3000000.0,no,yes,yes,no,,,,,
1947,An Unfinished Life,Drama,2005-09-09,6.7,18618284.0,,30000000.0,no,yes,yes,yes,,,,,
8643,The Exorcism of Emily Rose,"Crime, Drama, Horror, Thriller",2005-09-09,6.3,145166804.0,,19000000.0,yes,no,yes,no,,,,,
9315,Flightplan,"Thriller, Drama, Mystery",2005-09-22,6.1,223387299.0,,55000000.0,yes,yes,yes,no,,,,,
59,A History of Violence,"Drama, Thriller, Crime",2005-09-23,6.9,61385065.0,,32000000.0,yes,no,yes,yes,,,,,
