budget,genres,id,imdb_id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime(in_minutes),spoken_languages,status,title,vote_average,vote_count,multigenre,multilanguage,multicompany,multicountry
"$55,000,000.00","Action, Adventure, Crime, Thriller",2207,tt0450232,en,16 Blocks,11.89,"Donners' Company, Cheyenne Enterprises, Alcon Entertainment, Nu Image Entertainment GmbH, Millennium Films, Emmett/Furla Films, Equity Pictures Medienfonds GmbH & Co. KG III, 16 Block Productions","United States of America, Germany",2006-03-01,"$65,664,721.00",105,English,Released,16 Blocks,6.2,675,yes,no,yes,yes
"$50,000,000.00",Comedy,6877,tt0427229,en,Failure to Launch,9.44,"Paramount Pictures, Scott Rudin Productions, Failure to Launch Productions",United States of America,2006-03-10,"$128,406,887.00",97,English,Released,Failure to Launch,5.5,407,no,no,yes,no
"$80,000,000.00","Animation, Family, Comedy, Adventure",950,tt0438097,en,Ice Age: The Meltdown,16.65,"Blue Sky Studios, Twentieth Century Fox Animation",United States of America,2006-03-23,"$660,940,780.00",91,English,Released,Ice Age: The Meltdown,6.5,3034,yes,no,yes,no
"$54,000,000.00","Action, Thriller, Fantasy",752,tt0434409,en,V for Vendetta,20.21,"Studio Babelsberg, DC Comics, Virtual Studios, Anarchos Productions, Silver Pictures, Warner Bros., Medienboard Berlin-Brandenburg, Fünfte Babelsberg Film","Germany, United Kingdom, United States of America",2006-03-15,"$132,511,035.00",132,English,Released,V for Vendetta,7.7,4562,yes,no,yes,yes
"$20,000,000.00","Comedy, Drama, Family, Romance",9655,tt0454945,en,She's the Man,6.92,"DreamWorks SKG, Lakeshore Entertainment",United States of America,2006-03-17,"$33,889,159.00",105,English,Released,She's the Man,6.4,691,yes,no,yes,no
"$6,500,000.00","Comedy, Drama",9388,tt0427944,en,Thank You for Smoking,9.37,"Fox Searchlight Pictures, Room 9 Entertainment",United States of America,2005-09-05,"$24,793,509.00",92,English,Released,Thank You for Smoking,7.1,670,yes,no,yes,no
"$13,000,000.00",Drama,9950,tt0419749,en,Find Me Guilty,15.3,"One Race Productions, MHF Zweite Academy Film, Yari Film Group Releasing, Bob Yari Productions, Syndicate Films International, Bob DeBrino Entertainment, BDE Entertainment, Crossroads Entertainment (II), Three Wolves Productions","Germany, United States of America",2006-03-16,"$2,636,637.00",125,English,Released,Find Me Guilty,6.5,139,no,no,yes,yes
"$45,000,000.00","Crime, Drama, Thriller",388,tt0454848,en,Inside Man,13.39,"Imagine Entertainment, Universal Pictures, 40 Acres & A Mule Filmworks",United States of America,2006-03-23,"$184,376,254.00",129,"English, Albanian",Released,Inside Man,7.3,1671,yes,yes,yes,no
"$3,000,000.00","Crime, Drama",868,tt0468565,af,Tsotsi,6.08,"Movieworld Productions, Industrial Development Corporation of South Africa, UK Film & TV Production Company, National Film & Video Foundation of South Africa",South Africa,2005-08-18,"$9,879,971.00",94,"Afrikaans, Xhosa, Zulu",Released,Tsotsi,6.9,96,yes,yes,yes,no
"$12,000,000.00","Fantasy, Romance, Family, Comedy",14191,tt0429591,en,Aquamarine,11.29,"Fox 2000 Pictures, Storefront Pictures","Australia, United States of America",2006-03-03,"$23,006,849.00",104,English,Released,Aquamarine,5.8,372,yes,no,yes,yes
"$15,000,000.00","Horror, Thriller",9792,tt0454841,en,The Hills Have Eyes,18.96,"Fox Searchlight Pictures, Dune Entertainment, Major Studio Partners, Craven-Maddalena Films","France, United States of America",2006-03-10,"$69,623,713.00",107,English,Released,The Hills Have Eyes,6.1,726,yes,no,yes,yes
"$50,000,000.00","Comedy, Family",10067,tt0393735,en,The Shaggy Dog,4.88,"Walt Disney Pictures, Mandeville Films, Boxing Cat Films",United States of America,2006-03-09,"$61,112,916.00",98,English,Released,The Shaggy Dog,4.5,138,yes,no,yes,no
"$30,000,000.00",Music,12763,tt0446046,en,Take the Lead,5.36,"New Line Cinema, Tiara Blu Films",United States of America,2006-03-17,"$34,742,066.00",108,English,Released,Take the Lead,6.6,171,no,no,yes,no
"$27,000,000.00","Drama, Thriller, Crime, Mystery",186,tt0425210,en,Lucky Number Slevin,11.15,"The Weinstein Company, FilmEngine, Capitol Films, Ascendant Pictures, VIP Medienfonds 4, The Complex Studio","Germany, United States of America",2006-02-24,"$56,308,881.00",110,English,Released,Lucky Number Slevin,7.4,1356,yes,no,yes,yes
"$12,899,867.00","Comedy, Drama, Romance",219,tt0441909,es,Volver,6.3,El Deseo,Spain,2006-03-16,"$85,582,407.00",121,Spanish,Released,Volver,7.3,419,yes,no,no,no
"$8,000,000.00",Drama,13751,tt0437800,en,Akeelah and the Bee,5.05,"Lions Gate Films, 2929 Productions, Out of the Blue... Entertainment, Starbucks Entertainment, Cinema Gypsy Productions",United States of America,2006-04-28,"$18,948,425.00",112,English,Released,Akeelah and the Bee,6.7,85,no,no,yes,no
"$9,000,000.00","Horror, Thriller",10069,tt0441796,en,Stay Alive,4.85,"Spyglass Entertainment, Hollywood Pictures, Endgame Entertainment, Wonderland Sound and Vision",United States of America,2006-03-24,"$27,105,095.00",100,English,Released,Stay Alive,5.3,157,yes,no,yes,no
"$70,000,000.00","Crime, Mystery, Thriller",3093,tt0430912,en,Basic Instinct 2,15.32,"Intermedia Films, Kanzaman, C-2 Pictures, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG","Germany, United Kingdom, United States of America",2006-03-29,"$38,629,478.00",114,"English, German",Released,Basic Instinct 2,4.6,183,yes,yes,yes,yes
"$475,000.00","Drama, Mystery",9270,tt0393109,en,Brick,9.0,Bergman Lustig productions,United States of America,2005-01-30,"$3,919,254.00",110,English,Released,Brick,6.8,366,yes,no,no,no
"$20,000,000.00",Drama,13960,tt0466856,en,ATL,2.58,Warner Bros.,United States of America,2006-03-31,"$21,170,563.00",105,English,Released,ATL,6.0,33,no,no,no,no
"$18,000,000.00","Action, Animation, Science Fiction",9389,tt0386741,fr,Renaissance,9.75,"Onyx Films, Backup Films, France2 Cinéma, Centre National de la Cinématographie (CNC)","France, United Kingdom, Luxembourg",2006-03-16,"$1,831,348.00",105,"English, French",Released,Renaissance,6.7,78,yes,yes,yes,yes
"$950,000.00","Drama, Thriller",2652,tt0424136,en,Hard Candy,9.62,Vulcan Productions Inc.,United States of America,2005-01-14,"$7,022,209.00",103,English,Released,Hard Candy,6.8,726,yes,no,no,no
"$60,000,000.00","Action, Thriller, Crime",5820,tt0443632,en,The Sentinel,12.92,"Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Regency Enterprises, Epsilon Motion Pictures, New Regency Pictures, Sentinel Productions, Furthur Films",United States of America,2006-04-19,"$77,920,346.00",108,English,Released,The Sentinel,5.8,230,yes,no,yes,no
"$80,000,000.00","Family, Animation",9904,tt0405469,en,The Wild,7.9,"Walt Disney Pictures, Contrafilm, C.O.R.E. Feature Animation, Hoytyboy Pictures, Nigel Productions","Canada, United States of America",2006-03-06,"$37,384,046.00",94,English,Released,The Wild,5.1,246,yes,no,yes,yes
"$50,000,000.00","Horror, Mystery",588,tt0384537,en,Silent Hill,7.94,"Silent Hill DCP Inc., Davis-Films, TriStar Pictures, Konami","Canada, France, Japan, United States of America",2006-04-21,"$97,607,453.00",125,English,Released,Silent Hill,6.3,1093,yes,no,yes,yes
"$150,000,000.00","Adventure, Action, Thriller",956,tt0317919,en,Mission: Impossible III,15.69,"Paramount Pictures, Cruise/Wagner Productions, Studio Babelsberg, MI 3 Film, China Film Co-Production Corporation, China Film Group Corporation (CFGC), The Fourth Production Company Film Group","China, Germany, United States of America",2006-05-03,"$397,850,012.00",126,"German, English, Italian, Chinese, Czech, Unknown language [cn]",Released,Mission: Impossible III,6.5,2062,yes,yes,yes,yes
"$50,000,000.00",Comedy,9530,tt0449089,en,RV,11.51,"Columbia Pictures, Intermedia Films, Relativity Media, Red Wagon Entertainment, IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG, RV Camping Productions Ltd.","Germany, United Kingdom, United States of America",2006-04-28,"$87,528,173.00",99,English,Released,RV,5.6,503,no,no,yes,yes
"$15,000,000.00","Drama, History, Crime, Thriller, Action",9829,tt0475276,en,United 93,10.53,"Universal Pictures, StudioCanal, Sidney Kimmel Entertainment, Working Title Films","France, United Kingdom, United States of America",2006-04-28,"$76,286,096.00",111,"English, Arabic, German",Released,United 93,6.9,377,yes,yes,yes,yes
"$8,000,000.00","Drama, Romance",7870,tt0398027,en,Down in the Valley,11.45,Class 5 Films,United States of America,2005-05-13,"$852,872.00",112,"English, Italian",Released,Down in the Valley,6.0,64,yes,yes,no,no
"$160,000,000.00","Adventure, Action, Drama, Thriller",503,tt0409182,en,Poseidon,6.58,"Virtual Studios, Next Entertainment, Warner Bros., Irwin Allen Productions, Radiant Productions, Synthesis Entertainment",United States of America,2006-05-12,"$181,674,817.00",99,"English, Spanish",Released,Poseidon,5.5,594,yes,yes,yes,no
"$125,000,000.00","Thriller, Mystery",591,tt0382625,en,The Da Vinci Code,18.57,"Columbia Pictures, Imagine Entertainment, Skylark Productions, Government of Malta","United States of America, Malta, France, United Kingdom",2006-05-17,"$767,820,459.00",149,"English, French, Latin, Spanish",Released,The Da Vinci Code,6.5,2773,yes,yes,yes,yes
"$210,000,000.00","Adventure, Action, Science Fiction, Thriller",36668,tt0376994,en,X-Men: The Last Stand,0.87,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, Donners' Company, Dune Entertainment, Major Studio Partners, Bad Hat Harry Productions, thinkfilm, Marvel Enterprises, X3 Canada Productions, X3US Productions, XM3 Service","Canada, United Kingdom, United States of America",2006-05-24,"$459,359,555.00",104,English,Released,X-Men: The Last Stand,6.3,3581,yes,no,yes,yes
"$52,000,000.00","Romance, Comedy",9767,tt0452594,en,The Break-Up,6.33,"Universal Pictures, Mosaic Media Group, Wild West Picture Show Productions",United States of America,2006-06-01,"$204,999,686.00",106,English,Released,The Break-Up,5.6,851,yes,no,yes,no
"$400,000.00",Drama,18164,tt0417385,en,Twelve and Holding,1.83,Serenade Films,United States of America,2005-09-11,"$95,687.00",90,English,Released,Twelve and Holding,7.0,20,no,no,no,no
"$120,000,000.00","Animation, Adventure, Comedy, Family",920,tt0317219,en,Cars,18.91,"Walt Disney Pictures, Pixar Animation Studios",United States of America,2006-06-08,"$461,983,149.00",117,"English, Italian, Japanese, Yiddish",Released,Cars,6.6,3991,yes,yes,yes,no
"$9,600,000.00","Drama, Romance",9700,tt0343996,en,The Lost City,2.64,Lions Gate Films,United States of America,2005-09-03,"$4,386,236.00",144,English,Released,The Lost City,5.9,25,yes,no,no,no
"$1,700,000.00","Comedy, Drama, Romance",14167,tt0360016,en,Standing Still,2.1,"Trent Othick Productions, Insomnia Entertainment, Rice/Walters Productions",United States of America,2005-01-02,"$12,762.00",90,English,Released,Standing Still,5.7,12,yes,no,yes,no
"$25,000,000.00","Drama, Horror, Thriller",806,tt0466909,en,The Omen,5.67,"Twentieth Century Fox Film Corporation, 11:11 Mediaworks",United States of America,2006-06-06,"$119,188,334.00",110,English,Released,The Omen,5.3,287,yes,no,yes,no
"$32,000,000.00","Comedy, Family",9353,tt0457510,en,Nacho Libre,12.04,"Paramount Pictures, Nickelodeon Movies, Black & White Productions",United States of America,2006-06-16,"$80,197,993.00",92,"Spanish, English",Released,Nacho Libre,5.6,368,yes,yes,yes,no
"$40,000,000.00","Romance, Drama, Mystery",2044,tt0410297,en,The Lake House,12.59,"Village Roadshow Pictures, Vertigo Entertainment, Sound for Film, Warner Bros.",United States of America,2006-06-16,"$114,830,111.00",99,English,Released,The Lake House,6.5,689,yes,no,yes,no
"$82,500,000.00","Comedy, Drama, Fantasy, Romance",9339,tt0389860,en,Click,9.8,"Original Film, Columbia Pictures Corporation, Revolution Studios, Happy Madison Productions",United States of America,2006-06-22,"$237,681,299.00",107,"English, Portuguese, Japanese",Released,Click,6.0,2167,yes,yes,yes,no
"$35,000,000.00","Comedy, Drama, Romance",350,tt0458352,en,The Devil Wears Prada,13.1,"Twentieth Century Fox Film Corporation, Dune Entertainment, Major Studio Partners, Peninsula Films, Fox 2000 Pictures",United States of America,2006-06-30,"$326,551,094.00",109,"English, French",Released,The Devil Wears Prada,7.0,3198,yes,yes,yes,no
"$200,000,000.00","Adventure, Fantasy, Action",58,tt0383574,en,Pirates of the Caribbean: Dead Man's Chest,29.46,"Walt Disney Pictures, Jerry Bruckheimer Films, Second Mate Productions",United States of America,2006-06-20,"$1,065,659,812.00",151,"English, Turkish, Greek, Chinese",Released,Pirates of the Caribbean: Dead Man's Chest,7.0,5380,yes,yes,yes,no
"$54,000,000.00","Comedy, Romance",1819,tt0463034,en,"You, Me and Dupree",8.57,"Universal Pictures, Kaplan/Perrone Entertainment, MMCB Film Produktion 2004",United States of America,2006-07-14,"$130,431,368.00",108,English,Released,"You, Me and Dupree",5.4,421,yes,no,yes,no
"$5,000,000.00",Comedy,2295,tt0424345,en,Clerks II,8.47,"The Weinstein Company, View Askew Productions",United States of America,2006-05-25,"$26,888,376.00",97,English,Released,Clerks II,6.9,407,no,no,yes,no
"$75,000,000.00","Drama, Thriller, Fantasy, Mystery",9697,tt0452637,en,Lady in the Water,8.7,"Legendary Pictures, Warner Bros., Blinding Edge Pictures",United States of America,2006-07-21,"$42,285,169.00",110,English,Released,Lady in the Water,5.3,415,yes,no,yes,no
"$40,000,000.00","Drama, History",1887,tt0422720,en,Marie Antoinette,8.85,"American Zoetrope, Columbia Pictures Corporation, Pricel, Tohokushinsha Film, Commission du Film France, Commission du Film Île-de-France","France, United States of America, Japan",2006-05-24,"$60,474,340.00",123,"English, French, Latin",Released,Marie Antoinette,6.5,662,yes,yes,yes,yes
"$1,000,000.00",Documentary,13508,tt0489037,en,Who Killed the Electric Car?,8.57,"Electric Entertainment, Plinyminor, Papercut Films",United States of America,2006-08-04,"$1,678,874.00",92,"English, French, Hungarian",Released,Who Killed the Electric Car?,7.2,59,no,yes,yes,no
"$1,000,000.00",Documentary,1781,tt0497116,en,An Inconvenient Truth,6.68,"Lawrence Bender Productions, Paramount Classics, Participant Media",United States of America,2006-01-24,"$46,243,000.00",100,English,Released,An Inconvenient Truth,6.7,257,no,no,yes,no
"$85,000,000.00","Action, Crime, Drama, Thriller",9615,tt0463985,en,The Fast and the Furious: Tokyo Drift,2.24,Universal Pictures,"Japan, United States of America",2006-06-03,"$158,468,292.00",104,"English, Japanese",Released,The Fast and the Furious: Tokyo Drift,6.1,1749,yes,yes,no,yes
"$270,000,000.00","Adventure, Fantasy, Action, Science Fiction",1452,tt0348150,en,Superman Returns,13.28,"DC Comics, Legendary Pictures, Warner Bros., Bad Hat Harry Productions",United States of America,2006-06-28,"$391,081,192.00",154,"English, French, German",Released,Superman Returns,5.4,1429,yes,yes,yes,no
"$8,000,000.00","Comedy, Drama",773,tt0449059,en,Little Miss Sunshine,5.32,"Fox Searchlight Pictures, Bona Fide Productions, Big Beach Films",United States of America,2006-07-26,"$100,523,181.00",102,English,Released,Little Miss Sunshine,7.5,1728,yes,no,yes,no
"$25,000,000.00",Drama,1164,tt0449467,en,Babel,12.61,"Paramount Vantage, Media Rights Capital, Anonymous Content, Central Films","France, Japan, Mexico, United States of America",2006-09-08,"$135,330,182.00",143,"Arabic, English, Spanish, French, Japanese, Russian",Released,Babel,6.9,1083,no,yes,yes,yes
"$12,000,000.00","Horror, Science Fiction",31915,tt0079758,en,Prophecy,3.58,Paramount Pictures,United States of America,1979-01-01,"$54,000,000.00",102,English,Released,Prophecy,5.4,25,yes,no,no,no
"$64,000,000.00","Comedy, Crime",9072,tt0430304,en,Little Man,7.07,"Revolution Studios, Wayans Bros. Entertainment",United States of America,2006-08-31,"$101,595,121.00",98,English,Released,Little Man,5.3,269,yes,no,yes,no
"$75,000,000.00","Animation, Comedy, Family, Fantasy",9297,tt0385880,en,Monster House,15.4,"Columbia Pictures, Amblin Entertainment, Sony Pictures Animation, Sony Pictures Entertainment, ImageMovers",United States of America,2006-07-21,"$140,175,006.00",91,English,Released,Monster House,6.3,912,yes,no,yes,no
"$33,000,000.00","Action, Crime, Horror, Thriller",326,tt0417148,en,Snakes on a Plane,7.42,New Line Cinema,United States of America,2006-08-06,"$62,022,014.00",105,"English, Thai",Released,Snakes on a Plane,5.1,504,yes,yes,no,no
"$4,000,000.00","Comedy, Mystery",512,tt0457513,en,Scoop,8.16,"BBC Films, Ingenious Film Partners, Ingenious Media, Perdido Prod.",United Kingdom,2006-07-27,"$31,584,901.00",96,English,Released,Scoop,6.4,435,yes,no,yes,no
"$72,500,000.00",Comedy,9718,tt0415306,en,Talladega Nights: The Ballad of Ricky Bobby,6.94,"Columbia Pictures, Apatow Productions",United States of America,2006-08-04,"$162,966,177.00",116,English,Released,Talladega Nights: The Ballad of Ricky Bobby,6.2,497,no,no,yes,no
"$110,000,000.00","Action, Adventure, Comedy, Family, Fantasy",1593,tt0477347,en,Night at the Museum,16.66,"Ingenious Film Partners, Twentieth Century Fox Film Corporation, 1492 Pictures, 21 Laps Entertainment","United States of America, United Kingdom",2006-10-20,"$574,480,841.00",108,"English, Italian, Hebrew",Released,Night at the Museum,6.4,2949,yes,yes,yes,yes
"$63,000,000.00","Drama, History, Thriller",1852,tt0469641,en,World Trade Center,13.33,"Paramount Pictures, Double Feature Films, Intermedia Films, Kernos Filmproduktionsgesellschaft & Company",United States of America,2006-08-09,"$162,945,894.00",128,English,Released,World Trade Center,5.9,461,yes,no,yes,no
"$30,000,000.00","Comedy, Drama, Fantasy, Romance",1262,tt0420223,en,Stranger Than Fiction,10.8,"Mandate Pictures, Three Strange Angels",United States of America,2006-09-09,"$53,653,224.00",113,English,Released,Stranger Than Fiction,7.1,743,yes,no,yes,no
"$2,160,000.00",Drama,43610,tt0038213,en,The Valley of Decision,0.23,Metro-Goldwyn-Mayer (MGM),United States of America,1945-06-01,"$9,132,000.00",119,English,Released,The Valley of Decision,5.8,4,no,no,no,no
"$135,000,000.00","Action, Adventure, Crime, Thriller",82,tt0430357,en,Miami Vice,11.73,"Universal Pictures, Forward Pass, Motion Picture ETA Produktionsgesellschaft, Foqus Arte Digital, Metropolis Films","Uruguay, United States of America, Germany, Paraguay",2006-07-27,"$163,794,509.00",134,"English, Spanish",Released,Miami Vice,5.7,494,yes,yes,yes,yes
"$55,000,000.00",Drama,1402,tt0454921,en,The Pursuit of Happyness,20.98,"Columbia Pictures Corporation, Escape Artists, Relativity Media, Overbrook Entertainment",United States of America,2006-12-14,"$307,077,295.00",117,"English, Unknown language [cn]",Released,The Pursuit of Happyness,7.7,2607,no,yes,yes,no
"$40,000,000.00","Adventure, Drama",77221,tt1701210,en,Black Gold,6.65,"France 2 Cinéma, Quinta Communications, Carthago Films S.a.r.l., Prima TV, Doha Film Institute, The","France, Italy, Qatar, Tunisia",2011-12-21,"$5,446,000.00",130,English,Released,Black Gold,5.9,77,yes,no,yes,yes
"$20,000,000.00","Drama, Action, Crime",5289,tt0402910,en,Chaos,9.52,"Current Entertainment, Epsilon Motion Pictures, Pierce-Williams, Zero Gravity Management, Möbius Entertainment, Rampage Entertainment, Chaotic Productions, Mobius International","Canada, United Kingdom, United States of America",2005-01-17,"$10,289.00",106,English,Released,Chaos,6.1,278,yes,no,yes,yes
"$51,000,000.00","Animation, Comedy, Family",9907,tt0414853,en,Barnyard,6.98,"Paramount Pictures, Nickelodeon Movies, Paramount Animation","Germany, United States of America",2006-08-04,"$72,779,000.00",90,English,Released,Barnyard,5.3,230,yes,no,yes,yes
"$12,000,000.00","Music, Drama, Romance, Crime",9762,tt0462590,en,Step Up,14.22,"Summit Entertainment, Offspring Entertainment, Touchstone Pictures, Eketahuna LLC",United States of America,2006-08-11,"$114,194,847.00",104,English,Released,Step Up,6.7,1092,yes,no,yes,no
"$8,000,000.00","Action, Comedy, Crime",15049,tt0479647,fr,Bon Cop Bad Cop,5.4,"Park Ex Pictures, Sortie 22",Canada,2006-07-06,"$12,671,300.00",116,"English, French",Released,Bon Cop Bad Cop,6.5,43,yes,yes,yes,no
"$700,000.00",Drama,7859,tt0468489,en,Half Nelson,12.16,"Thinkfilm, Hunting Lane Films, Journeyman Pictures, Original Media, Silverwood Films, Traction Media",United States of America,2006-08-11,"$4,911,725.00",107,English,Released,Half Nelson,6.5,243,no,no,yes,no
"$12,000,000.00","Fantasy, Drama, Thriller, Science Fiction",11559,tt0410764,en,Tideland,6.8,Recorded Picture Company (RPC),"Canada, United Kingdom",2005-09-09,"$566,611.00",120,English,Released,Tideland,6.3,147,yes,no,no,yes
"$662,141.00","Fantasy, Music",59964,tt0035703,en,Cabin in the Sky,1.23,Metro-Goldwyn-Mayer (MGM),United States of America,1943-04-09,"$1,606,624.00",98,English,Released,Cabin in the Sky,7.1,8,yes,no,no,no
"$23,000,000.00",Comedy,9788,tt0384793,en,Accepted,7.06,"Universal Pictures, Shady Acres Entertainment",United States of America,2006-08-18,"$38,505,009.00",93,English,Released,Accepted,6.2,412,no,no,yes,no
"$40,000,000.00","Fantasy, Drama, Thriller, Romance",1491,tt0443543,en,The Illusionist,11.49,"Michael London Productions, Stillking Films, Bob Yari Productions, Bull's Eye Entertainment, Contagious Entertainment","Czech Republic, United States of America",2006-08-18,"$86,915,017.00",110,English,Released,The Illusionist,7.1,1657,yes,no,yes,yes
"$15,000,000.00",Drama,1165,tt0436697,en,The Queen,7.9,"BIM Distribuzione, Granada Film Productions, Scott Rudin Productions, Pathé Renn Productions, Pathé Pictures International, Canal+, Future Films, France 3 Cinema","France, Italy, United Kingdom, United States of America",2006-09-15,"$123,384,128.00",103,"German, English, French",Released,The Queen,6.8,344,no,yes,yes,yes
"$17,500,000.00",Comedy,9988,tt0486551,en,Beerfest,7.48,Broken Lizard Industries,United States of America,2006-08-25,"$19,179,969.00",110,"English, German",Released,Beerfest,5.8,173,no,yes,no,no
"$40,000,000.00","Mystery, Thriller, Horror",9708,tt0450345,en,The Wicker Man,9.42,"Saturn Films, Brightlight Pictures, Alcon Entertainment, Nu Image Entertainment GmbH, Warner Bros., Millennium Films, Emmett/Furla Films, Equity Pictures Medienfonds GmbH & Co. KG III, Wicker Man Productions","United States of America, Germany, Canada",2006-09-01,"$38,755,073.00",102,English,Released,The Wicker Man,4.0,355,yes,no,yes,yes
"$900,000.00","Drama, Thriller",9813,tt0414951,en,The Quiet,5.0,Destination Films,United States of America,2005-09-12,"$381,420.00",96,English,Released,The Quiet,6.1,73,yes,no,no,no
"$6,500,000.00","Drama, History, War",1116,tt0460989,en,The Wind That Shakes the Barley,6.75,"BIM Distribuzione, Matador Pictures, Diaphana Films, Bórd Scannán na hÉireann, Element Films, UK Film Council, Pathé Distribution, Irish Film Board, Tornasol Films, Sixteen Films, Regent Capital, EMC Produktion, Cinéart, TV3 Television Network Ireland, Filmcoopi Zürich, Oil Flick Films No.2","Ireland, United Kingdom, Germany, Italy, Spain, France, Belgium, Switzerland",2006-06-23,"$22,889,018.00",124,"English, Irish, Latin",Released,The Wind That Shakes the Barley,7.1,155,yes,yes,yes,yes
"$20,000,000.00","Action, Adventure, Fantasy, Horror, Science Fiction, Thriller",9954,tt0475944,en,The Covenant,12.72,"Screen Gems, Inc.",United States of America,2006-09-08,"$37,597,471.00",97,English,Released,The Covenant,5.2,295,yes,no,no,no
"$2,000,000.00",Drama,13075,tt0423169,en,Sherrybaby,3.32,Red Envelope Entertainment,United States of America,2006-09-08,"$622,806.00",96,English,Released,Sherrybaby,6.3,43,no,no,no,no
"$35,000,000.00","Drama, Adventure, Science Fiction, Romance",1381,tt0414993,en,The Fountain,11.58,"Regency Enterprises, Warner Bros., Muse Entertainment Enterprises, Protozoa Pictures, New Regency Pictures",United States of America,2006-09-06,"$15,304,890.00",96,English,Released,The Fountain,6.8,852,yes,no,yes,no
"$50,000,000.00",Drama,9676,tt0387877,en,The Black Dahlia,6.51,"Universal Pictures, Davis-Films, Signature Pictures, Linson Entertainment, Art Linson Productions, Millennium Films, Equity Pictures Medienfonds GmbH & Co. KG III, Nu Image Entertainment GmbH","France, Germany, United States of America",2006-09-15,"$49,111,202.00",121,English,Released,The Black Dahlia,5.7,292,no,no,yes,yes
"$30,000,000.00","Action, Adventure, Crime, Drama",9766,tt0421206,en,Gridiron Gang,5.03,Columbia Pictures,United States of America,2006-09-15,"$41,480,851.00",125,English,Released,Gridiron Gang,6.6,210,yes,no,no,no
"$40,000,000.00","Action, Adventure, Drama, Thriller",1579,tt0472043,en,Apocalypto,7.74,"Icon Productions, Icon Entertainment International, Touchstone Pictures",United States of America,2006-12-07,"$120,175,290.00",139,English,Released,Apocalypto,7.3,1252,yes,no,yes,no
"$60,000,000.00","Action, Adventure, Drama, History, Romance, War",9664,tt0454824,en,Flyboys,5.46,"Ingenious Film Partners, Electric Entertainment, Skydance Productions, Flyboys Films","United Kingdom, United States of America",2006-09-22,"$17,800,000.00",140,"English, French",Released,Flyboys,6.3,274,yes,yes,yes,yes
"$11,000,000.00","Action, Comedy, Documentary",12094,tt0493430,en,Jackass Number Two,7.92,Paramount Pictures,United States of America,2006-09-22,"$72,778,712.00",95,English,Released,Jackass Number Two,6.4,306,yes,no,no,no
"$55,000,000.00","Drama, Thriller",1717,tt0405676,en,All the King's Men,7.99,"Columbia Pictures Corporation, Rising Star, Relativity Media, Phoenix Pictures, VIP 4 Medienfonds",United States of America,2006-09-10,"$9,450,897.00",125,English,Released,All the King's Men,5.7,95,yes,no,yes,no
"$70,000,000.00","Action, Adventure, Drama",4643,tt0406816,en,The Guardian,10.03,"Contrafilm, Firm Films, Touchstone Pictures, Beacon Pictures, Eyetronics",United States of America,2006-09-28,"$55,011,732.00",139,English,Released,The Guardian,6.8,394,yes,no,yes,no
"$20,000,000.00","Comedy, Drama, Romance",9842,tt0462519,en,School for Scoundrels,10.73,Dimension Films,United States of America,2006-09-29,"$17,807,569.00",100,English,Released,School for Scoundrels,5.6,112,yes,no,no,no
"$90,000,000.00","Drama, Thriller, Crime",1422,tt0407887,en,The Departed,18.52,"Vertigo Entertainment, Media Asia Films, Warner Bros., Initial Entertainment Group (IEG), Plan B Entertainment","Hong Kong, United States of America",2006-10-05,"$289,847,354.00",151,"English, Unknown language [cn]",Released,The Departed,7.9,4455,yes,yes,yes,yes
"$12,000,000.00","Comedy, Romance",9794,tt0424993,en,Employee of the Month,8.6,Lionsgate,United States of America,2006-10-06,"$38,368,909.00",103,"English, Hungarian",Released,Employee of the Month,5.4,156,yes,yes,no,no
"$40,000,000.00","Adventure, Action, Family",9978,tt0457495,en,Stormbreaker,8.78,"Isle of Man Film, Weinstein Company, The, Samuelson Productions","Germany, United Kingdom, United States of America",2006-07-21,"$23,937,870.00",93,English,Released,Stormbreaker,5.1,219,yes,no,yes,yes
"$12,000,000.00","Drama, Comedy",7510,tt0439289,en,Running with Scissors,4.93,TriStar Pictures,United States of America,2006-10-27,"$6,754,898.00",116,English,Released,Running with Scissors,5.8,80,yes,no,no,no
"$20,000,000.00","Horror, Thriller",1975,tt0433386,en,The Grudge 2,6.77,"Columbia Pictures Corporation, Ghost House Pictures, Vertigo Entertainment",United States of America,2006-10-13,"$39,143,839.00",102,"English, Japanese, Russian",Released,The Grudge 2,5.3,288,yes,yes,yes,no
"$20,000,000.00","Comedy, Drama, Romance, Thriller",9895,tt0483726,en,Man of the Year,7.02,"Universal Pictures, Morgan Creek Productions",United States of America,2006-10-09,"$41,237,648.00",115,English,Released,Man of the Year,5.8,129,yes,no,yes,no
"$20,000,000.00","Action, Adventure, Drama, Thriller",8975,tt0419946,en,The Marine,6.68,"Twentieth Century Fox Film Corporation, Pacific Film and Television Commission, WWE Studios",United States of America,2006-10-13,"$22,165,608.00",92,"Arabic, English",Released,The Marine,5.0,165,yes,yes,yes,no
